task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
100	c9/bc24b9	29743831	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_H_3)	COMPLETED	0	2022-09-12 16:12:05.175	2h 58m 20s	7m 22s	197.8%	1.4 GB	4.3 GB	4.9 GB	4.3 MB
88	71/083801	29743819	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_A_1)	COMPLETED	0	2022-09-12 16:12:04.148	2h 58m 26s	7m 25s	198.8%	1.5 GB	4.3 GB	4.8 GB	4.3 MB
35	8a/62f70a	29743765	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADM_A_18)	COMPLETED	0	2022-09-12 16:11:58.006	2h 58m 37s	13m 11s	198.9%	1.3 GB	4.3 GB	9.2 GB	4.3 MB
62	36/df64c7	29743793	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_A_4)	COMPLETED	0	2022-09-12 16:12:02.008	2h 58m 38s	7m 44s	197.6%	1.5 GB	4.4 GB	5.1 GB	4.3 MB
70	87/551c01	29743804	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_H_4)	COMPLETED	0	2022-09-12 16:12:02.999	2h 58m 42s	7m 44s	197.4%	1.5 GB	4.3 GB	5.2 GB	4.3 MB
108	90/f01568	29743963	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_ADF_H_3)	COMPLETED	0	2022-09-12 17:03:14.870	2h 7m 30s	7m 38s	197.8%	1.5 GB	4.4 GB	5.4 GB	4.3 MB
110	1f/ea2c83	29746163	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_ADM_A_18)	COMPLETED	0	2022-09-12 17:14:04.924	1h 56m 55s	7m 54s	196.4%	1.5 GB	4.4 GB	5.3 GB	4.3 MB
60	3c/da92c8	29743790	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_A_3)	COMPLETED	0	2022-09-12 16:12:01.192	2h 59m 4s	8m 10s	197.7%	1.5 GB	4.3 GB	5.6 GB	4.3 MB
106	a7/5b2105	29743916	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_ADF_H_18)	COMPLETED	0	2022-09-12 16:57:00.307	2h 14m 20s	8m 12s	197.8%	1.5 GB	4.3 GB	5.5 GB	4.3 MB
58	4a/4d3de6	29743788	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_A_18)	COMPLETED	0	2022-09-12 16:12:01.099	2h 59m 44s	8m 48s	196.8%	1.5 GB	4.3 GB	5.8 GB	4.3 MB
77	14/728977	29743808	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PMB_A_1)	COMPLETED	0	2022-09-12 16:12:03.166	2h 59m 42s	8m 47s	197.9%	1.4 GB	4.3 GB	5.9 GB	4.3 MB
84	6f/cb35eb	29743815	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PM_H_18)	COMPLETED	0	2022-09-12 16:12:03.983	2h 59m 46s	8m 50s	197.1%	1.4 GB	4.4 GB	6 GB	4.3 MB
102	96/1774fd	29743861	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_H_4)	COMPLETED	0	2022-09-12 16:17:20.051	2h 54m 45s	9m 1s	198.7%	1.5 GB	4.3 GB	6.1 GB	4.3 MB
68	57/1adb37	29743799	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_H_3)	COMPLETED	0	2022-09-12 16:12:02.321	3h 8s	9m 10s	197.2%	1.5 GB	4.3 GB	6.2 GB	4.3 MB
85	af/bd57b9	29743817	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PM_H_3)	COMPLETED	0	2022-09-12 16:12:04.094	3h 6s	9m 6s	195.9%	1.5 GB	4.3 GB	6.1 GB	4.3 MB
74	18/3d1345	29743805	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PMA_H_1)	COMPLETED	0	2022-09-12 16:12:03.023	3h 17s	9m 19s	198.2%	1.4 GB	4.4 GB	6.5 GB	4.3 MB
90	5f/474a01	29743821	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_A_18)	COMPLETED	0	2022-09-12 16:12:04.204	3h 21s	9m 21s	198.5%	1.5 GB	4.3 GB	6 GB	4.3 MB
80	d7/c5d058	29743811	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PM_A_18)	COMPLETED	0	2022-09-12 16:12:03.315	3h 32s	9m 35s	197.9%	1.4 GB	4.3 GB	6.5 GB	4.3 MB
81	2d/38ef23	29743812	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PM_A_3)	COMPLETED	0	2022-09-12 16:12:03.352	3h 32s	9m 33s	197.3%	1.5 GB	4.3 GB	6.4 GB	4.3 MB
92	13/801436	29743823	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_A_3)	COMPLETED	0	2022-09-12 16:12:04.283	3h 51s	9m 52s	198.8%	1.3 GB	4.3 GB	6.6 GB	4.3 MB
94	f7/6f3c1d	29743825	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_A_4)	COMPLETED	0	2022-09-12 16:12:04.352	3h 1m 6s	10m 7s	198.7%	1.4 GB	4.4 GB	6.4 GB	4.3 MB
98	cf/c76d3a	29743829	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_H_18)	COMPLETED	0	2022-09-12 16:12:05.087	3h 1m 15s	10m 17s	198.8%	1.3 GB	4.3 GB	6.8 GB	4.3 MB
112	17/a59180	29747433	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_ADM_A_4)	COMPLETED	0	2022-09-12 18:26:04.958	47m 15s	10m 12s	197.7%	1.4 GB	4.3 GB	6.7 GB	4.3 MB
78	f0/137003	29743807	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PMB_H_1)	COMPLETED	0	2022-09-12 16:12:03.134	3h 1m 42s	10m 46s	198.7%	1.4 GB	4.3 GB	7.4 GB	4.3 MB
120	b1/98c0f6	29748173	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_III_A_18)	COMPLETED	0	2022-09-12 19:03:25.413	12m 5s	6m 55s	197.6%	1.4 GB	4.4 GB	4.5 GB	4.3 MB
124	a9/40750e	29748314	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_III_A_4)	COMPLETED	0	2022-09-12 19:07:05.083	8m 35s	7m	197.6%	1.5 GB	4.4 GB	4.7 GB	4.3 MB
96	2d/235e47	29743827	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_H_1)	COMPLETED	0	2022-09-12 16:12:04.948	3h 4m 25s	13m 25s	197.3%	1.4 GB	4.3 GB	8.9 GB	4.3 MB
64	95/255b14	29743795	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_H_1)	COMPLETED	0	2022-09-12 16:12:02.163	3h 4m 53s	8m 35s	195.0%	1.5 GB	4.3 GB	5.7 GB	4.3 MB
114	a3/903b2f	29748171	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_ADM_H_18)	COMPLETED	0	2022-09-12 19:03:05.272	14m 25s	8m 56s	197.4%	1.5 GB	4.4 GB	6.1 GB	4.3 MB
116	f5/e0998f	29748123	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_ADM_H_4)	COMPLETED	0	2022-09-12 19:01:50.005	16m	9m 14s	197.6%	1.5 GB	4.3 GB	6.3 GB	4.3 MB
104	65/dadfb5	29743912	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_ADF_A_18)	COMPLETED	0	2022-09-12 16:51:19.814	2h 26m 35s	9m 24s	196.0%	1.5 GB	4.3 GB	6.1 GB	4.3 MB
132	e0/7efc20	29748347	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_III_H_4)	COMPLETED	0	2022-09-12 19:07:50.058	13m 10s	6m 37s	197.5%	1.4 GB	4.3 GB	4.4 GB	4.3 MB
142	59/1c741d	29748530	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PF_H_18)	COMPLETED	0	2022-09-12 19:11:45.193	9m 25s	6m 46s	196.3%	1.4 GB	4.4 GB	4.6 GB	4.3 MB
118	ca/75e88d	29748272	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_III_A_1)	COMPLETED	0	2022-09-12 19:06:05.031	15m 30s	12m 59s	198.7%	1.5 GB	4.3 GB	8.6 GB	4.3 MB
128	58/a16e63	29748342	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_III_H_18)	COMPLETED	0	2022-09-12 19:07:45.004	13m 50s	7m 13s	197.1%	1.5 GB	4.4 GB	4.7 GB	4.3 MB
138	65/339514	29748493	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PF_A_3)	COMPLETED	0	2022-09-12 19:11:00.077	10m 55s	7m 29s	196.6%	1.5 GB	4.3 GB	5 GB	4.3 MB
134	42/d970de	29748469	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PF_A_1)	COMPLETED	0	2022-09-12 19:10:35.058	11m 25s	7m 34s	197.5%	1.5 GB	4.3 GB	5.1 GB	4.3 MB
146	70/efc6d7	29748562	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PF_H_4)	COMPLETED	0	2022-09-12 19:12:20.000	10m 10s	8m 1s	196.9%	1.5 GB	4.3 GB	5.4 GB	4.3 MB
136	1c/90bac9	29748479	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PF_A_18)	COMPLETED	0	2022-09-12 19:10:45.044	12m 15s	8m 35s	197.7%	1.5 GB	4.3 GB	5.6 GB	4.3 MB
122	aa/0abdda	29748297	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_III_A_3)	COMPLETED	0	2022-09-12 19:06:35.030	16m 55s	14m 56s	199.5%	1.3 GB	4.3 GB	9.7 GB	4.3 MB
130	64/c644ce	29748460	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_III_H_3)	COMPLETED	0	2022-09-12 19:10:25.032	13m 5s	9m 7s	197.9%	1.5 GB	4.3 GB	6 GB	4.3 MB
151	e9/dd8265	29748577	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PM_A_18)	COMPLETED	0	2022-09-12 19:12:55.030	11m 30s	9m 59s	197.4%	1.5 GB	4.3 GB	6.7 GB	4.3 MB
144	ad/d28ffc	29748552	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PF_H_3)	COMPLETED	0	2022-09-12 19:12:10.029	12m 20s	10m 3s	198.9%	1.3 GB	4.3 GB	6.6 GB	4.3 MB
149	58/412fe9	29748571	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PM_A_1)	COMPLETED	0	2022-09-12 19:12:35.083	13m 40s	11m 48s	197.7%	1.3 GB	4.3 GB	7.9 GB	4.3 MB
126	31/476a0d	29748333	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_III_H_1)	COMPLETED	0	2022-09-12 19:07:35.527	18m 59s	12m 16s	196.9%	1.3 GB	4.3 GB	8.1 GB	4.3 MB
161	27/c98e69	29748749	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PM_H_3)	COMPLETED	0	2022-09-12 19:16:54.999	11m 30s	8m 34s	197.4%	1.5 GB	4.4 GB	5.7 GB	4.3 MB
159	b9/3a26b6	29748791	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PM_H_18)	COMPLETED	0	2022-09-12 19:17:50.066	11m 5s	9m 5s	198.5%	1.5 GB	4.3 GB	6.1 GB	4.3 MB
140	cf/dae477	29748510	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PF_A_4)	COMPLETED	0	2022-09-12 19:11:20.083	18m 25s	15m 20s	197.9%	1.3 GB	4.3 GB	10.4 GB	4.3 MB
157	bf/15e4aa	29748692	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PM_H_1)	COMPLETED	0	2022-09-12 19:15:40.018	14m 10s	10m 1s	197.4%	1.5 GB	4.4 GB	6.4 GB	4.3 MB
173	76/cc2394	29748922	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_V_H_1)	COMPLETED	0	2022-09-12 19:23:30.094	6m 50s	4m 56s	198.0%	1.5 GB	4.3 GB	3.3 GB	4.3 MB
167	ce/38ef88	29748917	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_V_A_18)	COMPLETED	0	2022-09-12 19:21:55.052	9m 50s	6m 26s	200.4%	1.5 GB	4.3 GB	4.7 GB	4.3 MB
165	60/e902c7	29748914	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_V_A_1)	COMPLETED	0	2022-09-12 19:21:35.048	10m 40s	6m 54s	199.5%	1.5 GB	4.3 GB	4.7 GB	4.3 MB
153	83/e813ca	29748596	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PM_A_3)	COMPLETED	0	2022-09-12 19:13:20.158	20m 30s	14m 2s	197.8%	1.5 GB	4.3 GB	8.9 GB	4.3 MB
163	d6/bce3ab	29748912	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PM_H_4)	COMPLETED	0	2022-09-12 19:21:00.073	13m 55s	9m 37s	196.8%	1.5 GB	4.3 GB	6.6 GB	4.3 MB
155	37/5274f2	29748618	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_PM_A_4)	COMPLETED	0	2022-09-12 19:13:45.380	24m 20s	18m 18s	197.2%	1.4 GB	4.3 GB	11.7 GB	4.3 MB
169	cf/5ad03e	29748919	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_V_A_3)	COMPLETED	0	2022-09-12 19:22:30.033	15m 55s	13m 3s	198.3%	1.5 GB	4.3 GB	8.7 GB	4.3 MB
5	97/8cba5c	29743738	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (AL_ADF_A_11)	COMPLETED	0	2022-09-12 16:11:52.153	3h 33m 38s	32m 14s	481.4%	3.1 GB	3.7 GB	163.8 GB	158.5 GB
6	3b/67ac74	29743739	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (AL_ADF_A_19)	COMPLETED	0	2022-09-12 16:11:52.762	3h 34m 7s	32m 44s	484.1%	3.1 GB	3.7 GB	168.1 GB	162.6 GB
181	ea/fba47e	29751206	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (LDAL_ADF_A_1)	COMPLETED	0	2022-09-12 19:28:55.050	24m 50s	6m 6s	198.0%	1.5 GB	4.4 GB	4.1 GB	4.3 MB
175	a0/896af2	29748924	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_V_H_18)	COMPLETED	0	2022-09-12 19:24:25.310	29m 55s	6m 42s	197.2%	1.5 GB	4.3 GB	4.5 GB	4.3 MB
177	a4/719f94	29749682	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_V_H_3)	COMPLETED	0	2022-09-12 19:28:25.060	26m 10s	6m 58s	197.1%	1.5 GB	4.3 GB	4.7 GB	4.3 MB
180	c0/20c3d9	29751272	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_V_H_4)	COMPLETED	0	2022-09-12 19:30:20.058	24m 25s	7m 9s	198.0%	1.4 GB	4.4 GB	4.8 GB	4.3 MB
171	9c/aecfe9	29748928	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDLI_V_A_4)	COMPLETED	0	2022-09-12 19:26:35.052	29m 20s	8m 17s	197.0%	1.5 GB	4.3 GB	5.2 GB	4.3 MB
186	7b/2fa28a	29753649	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (LDAL_ADF_H_1)	COMPLETED	0	2022-09-12 19:38:05.151	18m 30s	8m 57s	197.3%	1.4 GB	4.3 GB	6.1 GB	4.3 MB
