task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
32	76/836aba	27613023	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (AL_ADF_H_11)	CACHED	0	2022-06-09 18:22:17.322	45m 5s	34m 11s	474.4%	3.1 GB	3.7 GB	175.8 GB	170.2 GB
27	f0/7aa5ee	27621765	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (AL_ADF_A_19)	CACHED	0	2022-06-09 21:23:33.421	2h 41m 15s	1h 34m 48s	1158.5%	10 GB	11.6 GB	53.6 GB	9.3 GB
33	e1/3d4469	27613046	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADM_H_1)	CACHED	0	2022-06-09 18:22:24.091	36m 23s	9m 3s	196.8%	1.5 GB	4.4 GB	7.1 GB	4.4 MB
35	11/a6defb	27613047	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_ADM_H_18)	CACHED	0	2022-06-09 18:22:24.115	41m 48s	9m 8s	195.9%	1.5 GB	4.4 GB	7.1 GB	4.3 MB
37	83/a74c1b	27613025	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (AL_ADF_H_3)	CACHED	0	2022-06-09 18:22:17.375	51m 30s	34m 52s	472.8%	3.1 GB	3.7 GB	175.1 GB	169.4 GB
41	ca/028279	27613052	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_A_1)	CACHED	0	2022-06-09 18:22:24.251	43m 28s	5m 16s	201.3%	1.4 GB	4.3 GB	3.9 GB	4.3 MB
36	89/956446	27621766	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (AL_ADF_A_7)	CACHED	0	2022-06-09 21:23:33.452	2h 30m 19s	1h 23m 59s	1160.5%	10 GB	11.6 GB	48.8 GB	8.2 GB
42	ed/fa9a13	27613051	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_A_3)	CACHED	0	2022-06-09 18:22:24.213	37m 53s	5m 13s	199.3%	1.4 GB	4.4 GB	3.9 GB	4.3 MB
45	5e/882c3e	27613054	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_A_4)	CACHED	0	2022-06-09 18:22:25.080	46m 7s	8m	199.5%	1.4 GB	4.3 GB	6.4 GB	4.3 MB
39	a5/aea503	27613027	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (AL_ADF_H_7)	CACHED	0	2022-06-09 18:22:17.452	47m 30s	30m 51s	487.3%	3.1 GB	3.7 GB	175.3 GB	169.7 GB
40	18/6e0059	27621768	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (AL_ADF_A_3)	CACHED	0	2022-06-09 21:24:09.761	3h 45s	1h 43m 57s	1164.7%	10 GB	11.6 GB	58.4 GB	9.9 GB
47	21/f16220	27613057	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_H_1)	CACHED	0	2022-06-09 18:22:25.210	47m 22s	9m 10s	195.2%	1.5 GB	4.4 GB	6.7 GB	4.3 MB
48	64/673803	27613060	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_H_18)	CACHED	0	2022-06-09 18:22:25.284	45m 52s	7m 44s	199.1%	1.5 GB	4.4 GB	6 GB	4.3 MB
44	49/271a7e	27613029	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (AL_ADF_H_9)	CACHED	0	2022-06-09 18:22:17.550	53m 50s	37m 14s	457.4%	3.1 GB	3.7 GB	185.8 GB	179.9 GB
46	58/4e7535	27621772	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (AL_ADF_A_9)	CACHED	0	2022-06-09 21:30:09.980	2h 55m 20s	1h 44m 31s	1168.7%	10 GB	11.6 GB	68.6 GB	11.9 GB
51	1a/95b5d8	27613061	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_H_3)	CACHED	0	2022-06-09 18:22:25.326	51m 42s	7m 58s	201.8%	1.4 GB	4.4 GB	6 GB	4.3 MB
49	c7/72b34b	27613033	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_ADF_A_1)	CACHED	0	2022-06-09 18:22:21.709	1h 3m 41s	41m 50s	474.2%	3.1 GB	3.8 GB	214.1 GB	207.3 GB
52	e4/49e7d2	27613066	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_III_H_4)	CACHED	0	2022-06-09 18:22:25.492	54m 52s	5m 45s	191.6%	1.5 GB	4.4 GB	4.4 GB	4.3 MB
54	70/70fc19	27613031	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_ADF_A_18)	CACHED	0	2022-06-09 18:22:17.643	1h 9m 30s	47m 34s	478.5%	3.1 GB	3.7 GB	237.7 GB	230.1 GB
53	13/3649a4	27621767	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (AL_ADF_H_11)	CACHED	0	2022-06-09 21:23:43.654	2h 50m 36s	1h 38m 37s	1170.7%	10 GB	11.6 GB	56.2 GB	8.4 GB
57	13/56dc8c	27613065	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_A_1)	CACHED	0	2022-06-09 18:22:25.438	50m 47s	7m 2s	198.2%	1.4 GB	4.3 GB	5.9 GB	4.3 MB
59	58/5edf81	27613069	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_A_18)	CACHED	0	2022-06-09 18:22:26.492	56m 41s	7m 34s	198.2%	1.5 GB	4.4 GB	5.8 GB	4.3 MB
56	e3/185ea4	27621770	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (AL_ADF_H_3)	CACHED	0	2022-06-09 21:28:53.605	2h 52m 51s	1h 46m 3s	1171.6%	10 GB	11.6 GB	55.9 GB	9 GB
58	3f/722b82	27613035	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_ADF_A_3)	CACHED	0	2022-06-09 18:22:22.615	1h 2m 30s	40m 43s	480.5%	3.1 GB	3.8 GB	205.2 GB	198.6 GB
60	a2/cf9970	27613037	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_ADF_H_1)	CACHED	0	2022-06-09 18:22:22.679	1h 15m 35s	48m 4s	469.5%	3.1 GB	3.7 GB	233.8 GB	226.3 GB
63	64/201623	27613070	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_A_3)	CACHED	0	2022-06-09 18:22:26.666	1h 2m 6s	7m 17s	200.8%	1.5 GB	4.4 GB	5.6 GB	4.3 MB
62	ab/c2f2e2	27621769	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (AL_ADF_H_7)	CACHED	0	2022-06-09 21:24:13.965	2h 50m 46s	1h 39m 17s	1171.6%	10 GB	11.6 GB	56.1 GB	8.2 GB
64	db/a49b0f	27613071	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_A_4)	CACHED	0	2022-06-09 18:22:26.698	1h 56s	6m 8s	197.6%	1.5 GB	4.3 GB	5.1 GB	4.3 MB
69	c8/d5756c	27613073	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_H_1)	CACHED	0	2022-06-09 18:22:26.747	1h 1m 51s	7m 2s	198.0%	1.4 GB	4.3 GB	5.7 GB	4.3 MB
65	97/5a4a7f	27621771	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (AL_ADF_H_9)	CACHED	0	2022-06-09 21:29:33.365	2h 44m 17s	1h 38m 4s	1169.5%	10 GB	11.6 GB	59.3 GB	8.9 GB
67	76/e2e69d	27613041	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_ADF_H_3)	CACHED	0	2022-06-09 18:22:22.932	1h 14m 5s	46m 37s	472.3%	3.1 GB	3.8 GB	229.3 GB	222 GB
66	85/7e2dd3	27613039	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_ADF_H_18)	CACHED	0	2022-06-09 18:22:22.848	1h 8m 20s	40m 50s	479.0%	3.1 GB	3.8 GB	208.6 GB	201.9 GB
72	6b/a8337f	27613077	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_H_18)	CACHED	0	2022-06-09 18:22:27.645	1h 50s	6m 5s	198.7%	1.4 GB	4.3 GB	4.7 GB	4.3 MB
73	82/b68ef1	27613078	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_H_3)	CACHED	0	2022-06-09 18:22:27.712	1h 8m	7m 51s	191.9%	1.4 GB	4.4 GB	6.2 GB	4.3 MB
77	e7/999d94	27613082	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PF_H_4)	CACHED	0	2022-06-09 18:22:27.810	1h 6m 20s	6m 12s	197.7%	1.4 GB	4.3 GB	5.2 GB	4.3 MB
75	9e/02e548	27613044	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_ADM_A_1)	CACHED	0	2022-06-09 18:22:23.957	1h 16m 14s	43m 26s	470.2%	3.1 GB	3.8 GB	213.6 GB	206.8 GB
70	4b/1f47d8	27621777	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (HDAL_ADF_A_1)	CACHED	0	2022-06-09 21:35:37.910	4h 43m 2s	3h 32m 15s	1179.2%	10 GB	11.6 GB	67.7 GB	9.3 GB
76	35/72acc1	27613045	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_ADM_A_18)	CACHED	0	2022-06-09 18:22:23.981	1h 30m 9s	57m 20s	475.0%	3.1 GB	3.8 GB	289 GB	279.8 GB
78	c3/12d82c	27613080	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PMA_A_1)	CACHED	0	2022-06-09 18:22:27.763	1h 4m 20s	4m 10s	199.1%	1.5 GB	4.4 GB	3 GB	4.5 MB
79	55/591d0d	27613084	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PMA_H_1)	CACHED	0	2022-06-09 18:22:27.875	1h 7m 50s	7m 43s	197.6%	1.5 GB	4.3 GB	6.5 GB	4.3 MB
74	ff/3393d7	27621779	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (HDAL_ADF_A_18)	CACHED	0	2022-06-09 21:37:27.942	3h 28m 27s	2h 19m 23s	1175.1%	10 GB	11.6 GB	74.9 GB	13.1 GB
84	2f/5e7e4c	27613088	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PMB_H_1)	CACHED	0	2022-06-09 18:22:27.967	1h 14m 30s	8m 44s	198.5%	1.4 GB	4.4 GB	7.4 GB	4.3 MB
82	5d/78e625	27613048	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_ADM_H_1)	CACHED	0	2022-06-09 18:22:24.141	1h 20m 28s	47m 39s	456.3%	3.1 GB	3.8 GB	226.6 GB	219.4 GB
88	eb/ca0a68	27613092	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PM_A_18)	CACHED	0	2022-06-09 18:22:28.687	1h 14m 4s	8m 18s	197.4%	1.5 GB	4.4 GB	6.5 GB	4.3 MB
81	cf/568fce	27621776	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (HDAL_ADF_A_3)	CACHED	0	2022-06-09 21:34:54.254	2h 52m 1s	1h 45m 56s	1168.9%	10 GB	11.6 GB	64.8 GB	11.5 GB
83	34/252821	27613049	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_ADM_H_18)	CACHED	0	2022-06-09 18:22:24.165	1h 19m 18s	46m 31s	461.3%	3.1 GB	3.7 GB	224.7 GB	217.5 GB
85	5a/29eae2	27613086	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PMB_A_1)	CACHED	0	2022-06-09 18:22:27.922	1h 13m 30s	7m 43s	200.2%	1.5 GB	4.4 GB	5.9 GB	4.3 MB
89	a7/f15f68	27613053	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_III_A_1)	CACHED	0	2022-06-09 18:22:24.274	1h 2m 3s	23m 50s	476.4%	3 GB	3.6 GB	122.8 GB	118.8 GB
87	c8/2ba74e	27621784	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (HDAL_ADF_H_1)	CACHED	0	2022-06-09 21:42:52.846	3h 41m 17s	2h 32m 4s	1177.0%	10.1 GB	11.6 GB	73.7 GB	12.1 GB
91	71/3dfb90	27613093	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PM_H_18)	CACHED	0	2022-06-09 18:22:28.709	1h 18m 44s	7m 35s	198.2%	1.5 GB	4.4 GB	6 GB	4.3 MB
93	cd/0fd882	27613050	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_III_A_3)	CACHED	0	2022-06-09 18:22:24.189	1h 2m 8s	23m 57s	476.5%	3.1 GB	3.7 GB	120.3 GB	116.4 GB
90	59/27451e	27613089	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PM_A_3)	CACHED	0	2022-06-09 18:22:27.990	1h 14m 5s	8m 19s	193.3%	1.5 GB	4.4 GB	6.4 GB	4.3 MB
95	7a/984c67	27613056	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_III_A_4)	CACHED	0	2022-06-09 18:22:25.183	1h 19m 17s	41m 2s	470.9%	3.1 GB	3.7 GB	205.3 GB	198.7 GB
92	c9/92c8b8	27621778	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (HDAL_ADF_H_18)	CACHED	0	2022-06-09 21:36:33.405	3h 3m 17s	1h 53m 23s	1170.3%	10 GB	11.6 GB	66.1 GB	10.8 GB
97	f8/3c090c	27613094	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_PM_H_3)	CACHED	0	2022-06-09 18:22:28.731	1h 18m 29s	7m 22s	196.6%	1.5 GB	4.3 GB	6.1 GB	4.3 MB
98	b6/205420	27613097	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_A_1)	CACHED	0	2022-06-09 18:22:28.842	1h 17m 9s	6m 1s	198.6%	1.5 GB	4.4 GB	4.8 GB	4.3 MB
96	2a/8f8cb9	27621783	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (HDAL_ADF_H_3)	CACHED	0	2022-06-09 21:41:23.476	3h 19m 17s	2h 14m 4s	1173.0%	10.1 GB	11.6 GB	72.3 GB	11.9 GB
99	cd/4678fc	27613058	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_III_H_1)	CACHED	0	2022-06-09 18:22:25.234	1h 26m 42s	42m 52s	472.3%	3.1 GB	3.7 GB	214.9 GB	208.1 GB
103	9c/496a1f	27613098	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_A_18)	CACHED	0	2022-06-09 18:22:28.873	1h 17m 59s	6m 49s	197.6%	1.5 GB	4.4 GB	6 GB	4.3 MB
102	a9/adf166	27613059	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_III_H_18)	CACHED	0	2022-06-09 18:22:25.260	1h 21m 12s	37m 20s	479.4%	3.1 GB	3.7 GB	189.6 GB	183.5 GB
105	37/69ab37	27613101	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_A_3)	CACHED	0	2022-06-09 18:22:30.325	1h 26m 2s	9m 19s	200.3%	1.5 GB	4.4 GB	6.6 GB	4.3 MB
108	e5/42c191	27613104	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_A_4)	CACHED	0	2022-06-09 18:22:30.415	1h 24m 52s	8m 11s	197.4%	1.5 GB	4.4 GB	6.4 GB	4.3 MB
106	e3/e47808	27613062	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_III_H_3)	CACHED	0	2022-06-09 18:22:25.350	1h 20m 17s	36m 24s	469.3%	3.1 GB	3.7 GB	192.6 GB	186.5 GB
101	19/ae2073	27621785	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (HDAL_ADM_A_1)	CACHED	0	2022-06-09 21:42:57.863	12h 27m 56s	11h 18m 49s	1187.4%	10 GB	11.6 GB	67.6 GB	10.9 GB
110	b1/999db6	27613107	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_H_1)	CACHED	0	2022-06-09 18:22:30.486	1h 34m 2s	11m 57s	197.3%	1.3 GB	4.3 GB	8.9 GB	4.3 MB
109	d5/7976b3	27613063	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (HDAL_III_H_4)	CACHED	0	2022-06-09 18:22:25.374	1h 9m 47s	25m 55s	483.6%	3 GB	3.7 GB	138.4 GB	133.9 GB
111	12/9cdb30	27613106	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (HDAL_V_H_18)	CACHED	0	2022-06-09 18:22:30.464	1h 30m 27s	8m 22s	198.6%	1.5 GB	4.4 GB	6.8 GB	4.3 MB
